ID,Type,SKU,Name,Description,Tax status,In stock?,Regular price,Categories,Tags,Images,Brands
,simple,DS-7608NXI-I2/S,HIKVISION DS-7608NXI-I2/S 8-ch 1U AcuSense 4K NVR,"HIKVISION DS-7608NXI-I2/S 8-ch 1U AcuSense 4K NVR is a nvr from HIKVISION suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: DS-7608NXI-I2/S.",taxable,1,175,Surveillance System Hardware > Recording Devices > NVR,"Surveillance System Hardware, Recording Devices, NVR, HIKVISION, DS-7608NXI-I2/S, Jordan",DS-7604NXI-K1-1200x1200-003.jpg,HIKVISION
,simple,DS-7608NXI-K1,HIKVISION DS-7608NXI-K1 8-ch 1U K Series AcuSense 4K NVR,"HIKVISION DS-7608NXI-K1 8-ch 1U K Series AcuSense 4K NVR is a nvr from HIKVISION suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: DS-7608NXI-K1.",taxable,1,80,Surveillance System Hardware > Recording Devices > NVR,"Surveillance System Hardware, Recording Devices, NVR, HIKVISION, DS-7608NXI-K1, Jordan",DS-7604NXI-K1-1200x1200-004.jpg,HIKVISION
,simple,DS-7608NXI-K1/8P,HIKVISION DS-7608NXI-K1/8P 8-ch PoE 1U K Series AcuSense 4K NVR,"HIKVISION DS-7608NXI-K1/8P 8-ch PoE 1U K Series AcuSense 4K NVR is a nvr from HIKVISION suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: DS-7608NXI-K1/8P.",taxable,1,110,Surveillance System Hardware > Recording Devices > NVR,"Surveillance System Hardware, Recording Devices, NVR, HIKVISION, DS-7608NXI-K1/8P, Poe, Jordan",DS-7604NXI-K1-1200x1200-005.jpg,HIKVISION
,simple,DS-7608NXI-K2,HIKVISION DS-7608NXI-K2 8-ch 1U K Series AcuSense 4K NVR,"HIKVISION DS-7608NXI-K2 8-ch 1U K Series AcuSense 4K NVR is a nvr from HIKVISION suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: DS-7608NXI-K2.",taxable,1,90,Surveillance System Hardware > Recording Devices > NVR,"Surveillance System Hardware, Recording Devices, NVR, HIKVISION, DS-7608NXI-K2, Jordan",DS-7604NXI-K1-1200x1200-006.jpg,HIKVISION
,simple,DS-7608NXI-K2/8P,HIKVISION DS-7608NXI-K2/8P 8-ch PoE 1U K Series AcuSense 4K NVR,"HIKVISION DS-7608NXI-K2/8P 8-ch PoE 1U K Series AcuSense 4K NVR is a nvr from HIKVISION suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: DS-7608NXI-K2/8P.",taxable,1,140,Surveillance System Hardware > Recording Devices > NVR,"Surveillance System Hardware, Recording Devices, NVR, HIKVISION, DS-7608NXI-K2/8P, Poe, Jordan",DS-7604NXI-K1-1200x1200-007.jpg,HIKVISION
,simple,DS-7616NI-M2,HIKVISION DS-7616NI-M2 16-ch 1U 8K NVR,"HIKVISION DS-7616NI-M2 16-ch 1U 8K NVR is a nvr from HIKVISION suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: DS-7616NI-M2.",taxable,1,215,Surveillance System Hardware > Recording Devices > NVR,"Surveillance System Hardware, Recording Devices, NVR, HIKVISION, DS-7616NI-M2, Jordan",DS-7608NI-M2-1200x1200-002.jpg,HIKVISION
,simple,DS-7616NI-M2/16P,HIKVISION DS-7616NI-M2/16P 16-ch 1U 16 PoE 8K NVR,"HIKVISION DS-7616NI-M2/16P 16-ch 1U 16 PoE 8K NVR is a nvr from HIKVISION suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: DS-7616NI-M2/16P.",taxable,1,330,Surveillance System Hardware > Recording Devices > NVR,"Surveillance System Hardware, Recording Devices, NVR, HIKVISION, DS-7616NI-M2/16P, Poe, Jordan",DS-7608NI-M2-1200x1200-003.jpg,HIKVISION
,simple,DS-7616NI-Q1,HIKVISION DS-7616NI-Q1 16-ch 1U 4K NVR,"HIKVISION DS-7616NI-Q1 16-ch 1U 4K NVR is a nvr from HIKVISION suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: DS-7616NI-Q1.",taxable,1,73,Surveillance System Hardware > Recording Devices > NVR,"Surveillance System Hardware, Recording Devices, NVR, HIKVISION, DS-7616NI-Q1, Jordan",DS-7608NI-Q1-1200x1200-002.jpg,HIKVISION
,simple,DS-7616NI-Q2,HIKVISION DS-7616NI-Q2 16-ch 1U 4K NVR,"HIKVISION DS-7616NI-Q2 16-ch 1U 4K NVR is a nvr from HIKVISION suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: DS-7616NI-Q2.",taxable,1,75,Surveillance System Hardware > Recording Devices > NVR,"Surveillance System Hardware, Recording Devices, NVR, HIKVISION, DS-7616NI-Q2, Jordan",DS-7616NI-Q2-1200x1200.jpg,HIKVISION
,simple,DS-7616NI-Q2/16P,HIKVISION DS-7616NI-Q2/16P 16-ch 1U 16 PoE 4K NVR,"HIKVISION DS-7616NI-Q2/16P 16-ch 1U 16 PoE 4K NVR is a nvr from HIKVISION suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: DS-7616NI-Q2/16P.",taxable,1,170,Surveillance System Hardware > Recording Devices > NVR,"Surveillance System Hardware, Recording Devices, NVR, HIKVISION, DS-7616NI-Q2/16P, Poe, Jordan",DS-7616NI-Q2-1200x1200-001.jpg,HIKVISION
,simple,DS-7616NXI-I2/16P/S,HIKVISION DS-7616NXI-I2/16P/S 16-ch 1U 16 POE AcuSense 4K NVR,"HIKVISION DS-7616NXI-I2/16P/S 16-ch 1U 16 POE AcuSense 4K NVR is a nvr from HIKVISION suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: DS-7616NXI-I2/16P/S.",taxable,1,290,Surveillance System Hardware > Recording Devices > NVR,"Surveillance System Hardware, Recording Devices, NVR, HIKVISION, DS-7616NXI-I2/16P/S, Poe, Jordan",DS-7604NXI-K1-1200x1200-008.jpg,HIKVISION
,simple,DS-7616NXI-I2/S,HIKVISION DS-7616NXI-I2/S 16-ch 1U AcuSense 4K NVR,"HIKVISION DS-7616NXI-I2/S 16-ch 1U AcuSense 4K NVR is a nvr from HIKVISION suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: DS-7616NXI-I2/S.",taxable,1,182,Surveillance System Hardware > Recording Devices > NVR,"Surveillance System Hardware, Recording Devices, NVR, HIKVISION, DS-7616NXI-I2/S, Jordan",DS-7604NXI-K1-1200x1200-009.jpg,HIKVISION
,simple,DS-7616NXI-K1,HIKVISION DS-7616NXI-K1 16-ch 1U K Series AcuSense 4K NVR,"HIKVISION DS-7616NXI-K1 16-ch 1U K Series AcuSense 4K NVR is a nvr from HIKVISION suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: DS-7616NXI-K1.",taxable,1,100,Surveillance System Hardware > Recording Devices > NVR,"Surveillance System Hardware, Recording Devices, NVR, HIKVISION, DS-7616NXI-K1, Jordan",DS-7604NXI-K1-1200x1200-010.jpg,HIKVISION
,simple,DS-7616NXI-K2,HIKVISION DS-7616NXI-K2 16-ch 1U K Series AcuSense 4K NVR,"HIKVISION DS-7616NXI-K2 16-ch 1U K Series AcuSense 4K NVR is a nvr from HIKVISION suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: DS-7616NXI-K2.",taxable,1,105,Surveillance System Hardware > Recording Devices > NVR,"Surveillance System Hardware, Recording Devices, NVR, HIKVISION, DS-7616NXI-K2, Jordan",DS-7604NXI-K1-1200x1200-011.jpg,HIKVISION
,simple,DS-7616NXI-K2/16P,HIKVISION DS-7616NXI-K2/16P 16-ch PoE 1U K Series AcuSense 4K NVR,"HIKVISION DS-7616NXI-K2/16P 16-ch PoE 1U K Series AcuSense 4K NVR is a nvr from HIKVISION suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: DS-7616NXI-K2/16P.",taxable,1,200,Surveillance System Hardware > Recording Devices > NVR,"Surveillance System Hardware, Recording Devices, NVR, HIKVISION, DS-7616NXI-K2/16P, Poe, Jordan",DS-7604NXI-K1-1200x1200-012.jpg,HIKVISION
,simple,DS-7632NXI-K2,HIKVISION DS-7632NXI-K2 32-ch 1U K Series AcuSense 4K NVR,"HIKVISION DS-7632NXI-K2 32-ch 1U K Series AcuSense 4K NVR is a nvr from HIKVISION suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: DS-7632NXI-K2.",taxable,1,160,Surveillance System Hardware > Recording Devices > NVR,"Surveillance System Hardware, Recording Devices, NVR, HIKVISION, DS-7632NXI-K2, Jordan",DS-7604NXI-K1-1200x1200-013.jpg,HIKVISION
,simple,DS-7632NXI-K2/16P,HIKVISION DS-7632NXI-K2/16P 32-ch PoE 1U K Series AcuSense 4K NVR,"HIKVISION DS-7632NXI-K2/16P 32-ch PoE 1U K Series AcuSense 4K NVR is a nvr from HIKVISION suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: DS-7632NXI-K2/16P.",taxable,1,250,Surveillance System Hardware > Recording Devices > NVR,"Surveillance System Hardware, Recording Devices, NVR, HIKVISION, DS-7632NXI-K2/16P, Poe, Jordan",DS-7604NXI-K1-1200x1200-014.jpg,HIKVISION
,simple,DS-7716NI-M4,HIKVISION DS-7716NI-M4 16-ch 1.5U 8K NVR,"HIKVISION DS-7716NI-M4 16-ch 1.5U 8K NVR is a nvr from HIKVISION suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: DS-7716NI-M4.",taxable,1,290,Surveillance System Hardware > Recording Devices > NVR,"Surveillance System Hardware, Recording Devices, NVR, HIKVISION, DS-7716NI-M4, Jordan",DS-7716NI-I4-16P-1200x1200.jpg,HIKVISION
,simple,DS-7716NI-M4/16P,HIKVISION DS-7716NI-M4/16P 16-ch 1.5U 16 PoE 8K NVR,"HIKVISION DS-7716NI-M4/16P 16-ch 1.5U 16 PoE 8K NVR is a nvr from HIKVISION suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: DS-7716NI-M4/16P.",taxable,1,325,Surveillance System Hardware > Recording Devices > NVR,"Surveillance System Hardware, Recording Devices, NVR, HIKVISION, DS-7716NI-M4/16P, Poe, Jordan",DS-7716NI-I4-16P-1200x1200-001.jpg,HIKVISION
,simple,DS-7716NI-Q4/16P,HIKVISION DS-7716NI-Q4/16P 16-ch 1.5U 16 PoE 4K NVR,"HIKVISION DS-7716NI-Q4/16P 16-ch 1.5U 16 PoE 4K NVR is a nvr from HIKVISION suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: DS-7716NI-Q4/16P.",taxable,1,175,Surveillance System Hardware > Recording Devices > NVR,"Surveillance System Hardware, Recording Devices, NVR, HIKVISION, DS-7716NI-Q4/16P, Poe, Jordan",DS-7716NI-Q4-16P-1200x1200.jpg,HIKVISION
,simple,DS-7716NXI-I4/16P/S,HIKVISION DS-7716NXI-I4/16P/S 16-ch 1.5U 16 POE AcuSense 4K NVR,"HIKVISION DS-7716NXI-I4/16P/S 16-ch 1.5U 16 POE AcuSense 4K NVR is a nvr from HIKVISION suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: DS-7716NXI-I4/16P/S.",taxable,1,375,Surveillance System Hardware > Recording Devices > NVR,"Surveillance System Hardware, Recording Devices, NVR, HIKVISION, DS-7716NXI-I4/16P/S, Poe, Jordan",DS-7604NXI-K1-1200x1200-015.jpg,HIKVISION
,simple,DS-7716NXI-I4/S,HIKVISION DS-7716NXI-I4/S 16-ch 1.5U AcuSense 4K NVR,"HIKVISION DS-7716NXI-I4/S 16-ch 1.5U AcuSense 4K NVR is a nvr from HIKVISION suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: DS-7716NXI-I4/S.",taxable,1,325,Surveillance System Hardware > Recording Devices > NVR,"Surveillance System Hardware, Recording Devices, NVR, HIKVISION, DS-7716NXI-I4/S, Jordan",DS-7604NXI-K1-1200x1200-016.jpg,HIKVISION
,simple,DS-7716NXI-K4,HIKVISION DS-7716NXI-K4 16-ch 1.5U K Series AcuSense 4K NVR,"HIKVISION DS-7716NXI-K4 16-ch 1.5U K Series AcuSense 4K NVR is a nvr from HIKVISION suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: DS-7716NXI-K4.",taxable,1,205,Surveillance System Hardware > Recording Devices > NVR,"Surveillance System Hardware, Recording Devices, NVR, HIKVISION, DS-7716NXI-K4, Jordan",DS-7708NXI-K4-1200x1200.jpg,HIKVISION
,simple,DS-7716NXI-K4/16P,HIKVISION DS-7716NXI-K4/16P 16-ch 1.5U 16 POE K Series AcuSense 4K NVR,"HIKVISION DS-7716NXI-K4/16P 16-ch 1.5U 16 POE K Series AcuSense 4K NVR is a nvr from HIKVISION suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: DS-7716NXI-K4/16P.",taxable,1,300,Surveillance System Hardware > Recording Devices > NVR,"Surveillance System Hardware, Recording Devices, NVR, HIKVISION, DS-7716NXI-K4/16P, Poe, Jordan",DS-7708NXI-K4-1200x1200-001.jpg,HIKVISION
,simple,DS-7732NI-M4,HIKVISION DS-7732NI-M4 32-ch 1.5U 8K NVR,"HIKVISION DS-7732NI-M4 32-ch 1.5U 8K NVR is a nvr from HIKVISION suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: DS-7732NI-M4.",taxable,1,369,Surveillance System Hardware > Recording Devices > NVR,"Surveillance System Hardware, Recording Devices, NVR, HIKVISION, DS-7732NI-M4, Jordan",DS-7716NI-I4-16P-1200x1200-002.jpg,HIKVISION
,simple,DS-7732NI-M4/16P,HIKVISION DS-7732NI-M4/16P 32-ch 1.5U 16 PoE 8K NVR,"HIKVISION DS-7732NI-M4/16P 32-ch 1.5U 16 PoE 8K NVR is a nvr from HIKVISION suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: DS-7732NI-M4/16P.",taxable,1,545,Surveillance System Hardware > Recording Devices > NVR,"Surveillance System Hardware, Recording Devices, NVR, HIKVISION, DS-7732NI-M4/16P, Poe, Jordan",DS-7716NI-I4-16P-1200x1200-003.jpg,HIKVISION
,simple,DS-7732NI-M4/24P,HIKVISION DS-7732NI-M4/24P 32-ch 1.5U 24 PoE 8K NVR,"HIKVISION DS-7732NI-M4/24P 32-ch 1.5U 24 PoE 8K NVR is a nvr from HIKVISION suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: DS-7732NI-M4/24P.",taxable,1,572,Surveillance System Hardware > Recording Devices > NVR,"Surveillance System Hardware, Recording Devices, NVR, HIKVISION, DS-7732NI-M4/24P, Poe, Jordan",DS-7716NI-I4-16P-1200x1200-004.jpg,HIKVISION
,simple,DS-7732NXI-I4/16P/S,HIKVISION DS-7732NXI-I4/16P/S 32-ch 1U 16 POE AcuSense 4K NVR,"HIKVISION DS-7732NXI-I4/16P/S 32-ch 1U 16 POE AcuSense 4K NVR is a nvr from HIKVISION suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: DS-7732NXI-I4/16P/S.",taxable,1,425,Surveillance System Hardware > Recording Devices > NVR,"Surveillance System Hardware, Recording Devices, NVR, HIKVISION, DS-7732NXI-I4/16P/S, Poe, Jordan",DS-7604NXI-K1-1200x1200-017.jpg,HIKVISION
,simple,DS-7732NXI-I4/S,HIKVISION DS-7732NXI-I4/S 32-ch 1U AcuSense 4K NVR,"HIKVISION DS-7732NXI-I4/S 32-ch 1U AcuSense 4K NVR is a nvr from HIKVISION suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: DS-7732NXI-I4/S.",taxable,1,350,Surveillance System Hardware > Recording Devices > NVR,"Surveillance System Hardware, Recording Devices, NVR, HIKVISION, DS-7732NXI-I4/S, Jordan",DS-7604NXI-K1-1200x1200-018.jpg,HIKVISION
,simple,DS-7732NXI-K4,HIKVISION DS-7732NXI-K4 32-ch 1.5U K Series AcuSense 4K NVR,"HIKVISION DS-7732NXI-K4 32-ch 1.5U K Series AcuSense 4K NVR is a nvr from HIKVISION suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: DS-7732NXI-K4.",taxable,1,205,Surveillance System Hardware > Recording Devices > NVR,"Surveillance System Hardware, Recording Devices, NVR, HIKVISION, DS-7732NXI-K4, Jordan",DS-7708NXI-K4-1200x1200-002.jpg,HIKVISION
,simple,DS-7732NXI-K4/16P,HIKVISION DS-7732NXI-K4/16P 32-ch 1.5U 16 POE K Series AcuSense 4K NVR,"HIKVISION DS-7732NXI-K4/16P 32-ch 1.5U 16 POE K Series AcuSense 4K NVR is a nvr from HIKVISION suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: DS-7732NXI-K4/16P.",taxable,1,310,Surveillance System Hardware > Recording Devices > NVR,"Surveillance System Hardware, Recording Devices, NVR, HIKVISION, DS-7732NXI-K4/16P, Poe, Jordan",DS-7708NXI-K4-1200x1200-003.jpg,HIKVISION
,simple,DS-7808NXI-I2/8P/S,HIKVISION DS-7808NXI-I2/8P/S 8-ch 1U 8 POE AcuSense 4K NVR,"HIKVISION DS-7808NXI-I2/8P/S 8-ch 1U 8 POE AcuSense 4K NVR is a nvr from HIKVISION suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: DS-7808NXI-I2/8P/S.",taxable,1,239,Surveillance System Hardware > Recording Devices > NVR,"Surveillance System Hardware, Recording Devices, NVR, HIKVISION, DS-7808NXI-I2/8P/S, Poe, Jordan",DS-7604NXI-K1-1200x1200-019.jpg,HIKVISION
,simple,DS-7808NXI-I2/S,HIKVISION DS-7808NXI-I2/S 8-ch 1U AcuSense 4K NVR,"HIKVISION DS-7808NXI-I2/S 8-ch 1U AcuSense 4K NVR is a nvr from HIKVISION suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: DS-7808NXI-I2/S.",taxable,1,182,Surveillance System Hardware > Recording Devices > NVR,"Surveillance System Hardware, Recording Devices, NVR, HIKVISION, DS-7808NXI-I2/S, Jordan",DS-7604NXI-K1-1200x1200-020.jpg,HIKVISION
,simple,DS-7932NXI-I4/S,HIKVISION DS-7932NXI-I4/S 32-ch 1U AcuSense 4K NVR,"HIKVISION DS-7932NXI-I4/S 32-ch 1U AcuSense 4K NVR is a nvr from HIKVISION suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: DS-7932NXI-I4/S.",taxable,1,358,Surveillance System Hardware > Recording Devices > NVR,"Surveillance System Hardware, Recording Devices, NVR, HIKVISION, DS-7932NXI-I4/S, Jordan",iDS-7732NXI-I4-X-1200x1200.jpg,HIKVISION
,simple,iDS-7732NXI-I4/X,HIKVISION iDS-7732NXI-I4/X 32-ch 1.5U 4K DeepinMind NVR,"HIKVISION iDS-7732NXI-I4/X 32-ch 1.5U 4K DeepinMind NVR is a nvr from HIKVISION suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: iDS-7732NXI-I4/X.",taxable,1,650,Surveillance System Hardware > Recording Devices > NVR,"Surveillance System Hardware, Recording Devices, NVR, HIKVISION, iDS-7732NXI-I4/X, Jordan",iDS-7732NXI-I4-X-1200x1200-001.jpg,HIKVISION
,simple,DS-7608NI-I2,HIKVISION DS-7608NI-I2 8-ch 1U 4K NVR,"HIKVISION DS-7608NI-I2 8-ch 1U 4K NVR is a nvr from HIKVISION suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: DS-7608NI-I2.",taxable,0,155,Surveillance System Hardware > Recording Devices > NVR,"Surveillance System Hardware, Recording Devices, NVR, HIKVISION, DS-7608NI-I2, Jordan",DS-7608NI-I2-1200x1200.jpg,HIKVISION
,simple,DS-7708NXI-K4,HIKVISION DS-7708NXI-K4 8-ch 1.5U K Series AcuSense 4K NVR,"HIKVISION DS-7708NXI-K4 8-ch 1.5U K Series AcuSense 4K NVR is a nvr from HIKVISION suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: DS-7708NXI-K4.",taxable,0,190,Surveillance System Hardware > Recording Devices > NVR,"Surveillance System Hardware, Recording Devices, NVR, HIKVISION, DS-7708NXI-K4, Jordan",DS-7708NXI-K4-1200x1200-004.jpg,HIKVISION
,simple,DS-7708NXI-K4/8P,HIKVISION DS-7708NXI-K4/8P 8-ch 1.5U 8 POE K Series AcuSense 4K NVR,"HIKVISION DS-7708NXI-K4/8P 8-ch 1.5U 8 POE K Series AcuSense 4K NVR is a nvr from HIKVISION suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: DS-7708NXI-K4/8P.",taxable,0,235,Surveillance System Hardware > Recording Devices > NVR,"Surveillance System Hardware, Recording Devices, NVR, HIKVISION, DS-7708NXI-K4/8P, Poe, Jordan",DS-7708NXI-K4-1200x1200-005.jpg,HIKVISION
,simple,DS-7716NI-I4/16P,HIKVISION DS-7716NI-I4/16P 16-ch 1.5U 16 PoE 4K NVR,"HIKVISION DS-7716NI-I4/16P 16-ch 1.5U 16 PoE 4K NVR is a nvr from HIKVISION suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: DS-7716NI-I4/16P.",taxable,0,355,Surveillance System Hardware > Recording Devices > NVR,"Surveillance System Hardware, Recording Devices, NVR, HIKVISION, DS-7716NI-I4/16P, Poe, Jordan",DS-7716NI-I4-16P-1200x1200-005.jpg,HIKVISION
,simple,DS-7732NI-I4/24P,HIKVISION DS-7732NI-I4/24P 32-ch 1.5U 24 PoE 4K NVR,"HIKVISION DS-7732NI-I4/24P 32-ch 1.5U 24 PoE 4K NVR is a nvr from HIKVISION suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: DS-7732NI-I4/24P.",taxable,0,450,Surveillance System Hardware > Recording Devices > NVR,"Surveillance System Hardware, Recording Devices, NVR, HIKVISION, DS-7732NI-I4/24P, Poe, Jordan",DS-7716NI-I4-16P-1200x1200-006.jpg,HIKVISION
,simple,DS-7764NI-M4,HIKVISION DS-7764NI-M4 64-ch 1.5U 8K NVR,"HIKVISION DS-7764NI-M4 64-ch 1.5U 8K NVR is a nvr from HIKVISION suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: DS-7764NI-M4.",taxable,0,0,Surveillance System Hardware > Recording Devices > NVR,"Surveillance System Hardware, Recording Devices, NVR, HIKVISION, DS-7764NI-M4, Jordan",DS-7764NI-M4-1200x1200.png,HIKVISION
,simple,DS-96064NI-I16,HIKVISION DS-96064NI-I16 64-ch 3U 4K Super NVR,"HIKVISION DS-96064NI-I16 64-ch 3U 4K Super NVR is a nvr from HIKVISION suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: DS-96064NI-I16.",taxable,0,0,Surveillance System Hardware > Recording Devices > NVR,"Surveillance System Hardware, Recording Devices, NVR, HIKVISION, DS-96064NI-I16, Jordan",DS-96128NI-I16-H-1200x1200.png,HIKVISION
,simple,DS-96128NI-I16/H,HIKVISION DS-96128NI-I16/H 128-ch 3U 4K Super NVR,"HIKVISION DS-96128NI-I16/H 128-ch 3U 4K Super NVR is a nvr from HIKVISION suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: DS-96128NI-I16/H.",taxable,0,0,Surveillance System Hardware > Recording Devices > NVR,"Surveillance System Hardware, Recording Devices, NVR, HIKVISION, DS-96128NI-I16/H, Jordan",DS-96128NI-I16-H-1200x1200-001.png,HIKVISION
,simple,DS-96128NI-I24,HIKVISION DS-96128NI-I24 128-ch 4U 4K Super NVR,"HIKVISION DS-96128NI-I24 128-ch 4U 4K Super NVR is a nvr from HIKVISION suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: DS-96128NI-I24.",taxable,0,0,Surveillance System Hardware > Recording Devices > NVR,"Surveillance System Hardware, Recording Devices, NVR, HIKVISION, DS-96128NI-I24, Jordan",DS-96128NI-I24-1200x1200.png,HIKVISION
,simple,DS-96128NI-M16,HIKVISION DS-96128NI-M16 128-ch 3U 4K NVR,"HIKVISION DS-96128NI-M16 128-ch 3U 4K NVR is a nvr from HIKVISION suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: DS-96128NI-M16.",taxable,0,0,Surveillance System Hardware > Recording Devices > NVR,"Surveillance System Hardware, Recording Devices, NVR, HIKVISION, DS-96128NI-M16, Jordan",DS-9632NI-M16-1200x1200.png,HIKVISION
,simple,DS-96128NI-M8,HIKVISION DS-96128NI-M8 128-ch 2U 4K NVR,"HIKVISION DS-96128NI-M8 128-ch 2U 4K NVR is a nvr from HIKVISION suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: DS-96128NI-M8.",taxable,0,0,Surveillance System Hardware > Recording Devices > NVR,"Surveillance System Hardware, Recording Devices, NVR, HIKVISION, DS-96128NI-M8, Jordan",DS-9632NI-I8-S-1200x1200.png,HIKVISION
,simple,DS-96128NXI-S8,HIKVISION DS-96128NXI-S8 S Series NVR with AcuSense,"HIKVISION DS-96128NXI-S8 S Series NVR with AcuSense is a nvr from HIKVISION suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: DS-96128NXI-S8.",taxable,0,0,Surveillance System Hardware > Recording Devices > NVR,"Surveillance System Hardware, Recording Devices, NVR, HIKVISION, DS-96128NXI-S8, Jordan",DS-9664NXI-S8-1200x1200.png,HIKVISION
,simple,DS-9616NI-M8,HIKVISION DS-9616NI-M8 16-ch 2U 4K NVR,"HIKVISION DS-9616NI-M8 16-ch 2U 4K NVR is a nvr from HIKVISION suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: DS-9616NI-M8.",taxable,0,0,Surveillance System Hardware > Recording Devices > NVR,"Surveillance System Hardware, Recording Devices, NVR, HIKVISION, DS-9616NI-M8, Jordan",DS-9632NI-I8-S-1200x1200-001.png,HIKVISION
,simple,DS-96256NI-I16,HIKVISION DS-96256NI-I16 256-ch 3U 4K Super NVR,"HIKVISION DS-96256NI-I16 256-ch 3U 4K Super NVR is a nvr from HIKVISION suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: DS-96256NI-I16.",taxable,0,0,Surveillance System Hardware > Recording Devices > NVR,"Surveillance System Hardware, Recording Devices, NVR, HIKVISION, DS-96256NI-I16, Jordan",DS-96128NI-I16-H-1200x1200-002.png,HIKVISION
,simple,DS-96256NI-I24,HIKVISION DS-96256NI-I24 256-ch 4U 4K Super NVR,"HIKVISION DS-96256NI-I24 256-ch 4U 4K Super NVR is a nvr from HIKVISION suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: DS-96256NI-I24.",taxable,0,0,Surveillance System Hardware > Recording Devices > NVR,"Surveillance System Hardware, Recording Devices, NVR, HIKVISION, DS-96256NI-I24, Jordan",DS-96128NI-I24-1200x1200-001.png,HIKVISION
,simple,DS-9632NI-M16,HIKVISION DS-9632NI-M16 32-ch 3U 4K NVR,"HIKVISION DS-9632NI-M16 32-ch 3U 4K NVR is a nvr from HIKVISION suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: DS-9632NI-M16.",taxable,0,0,Surveillance System Hardware > Recording Devices > NVR,"Surveillance System Hardware, Recording Devices, NVR, HIKVISION, DS-9632NI-M16, Jordan",DS-9632NI-M16-1200x1200-001.png,HIKVISION
